1,1,91.001,126.46,102.18,204.37,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,175.86,108.08,107.33,214.66,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,313.97,126,55.47,110.94,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,280.11,126.87,40.046,80.093,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,391.22,127.76,64.692,129.38,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,422.03,114.91,71.349,142.7,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,91.577,127.57,101.69,203.38,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,176.29,109.23,106.99,213.98,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,313.59,126.91,55.744,111.49,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,279.86,127.74,40.19,80.379,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,390.47,128.75,64.431,128.86,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,421.37,115.96,71.028,142.06,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,91.236,127.98,101.22,202.45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,175.88,109.71,106.64,213.29,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,312.38,127.46,56,112,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,278.79,128.36,40.326,80.651,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,388.86,129.31,64.13,128.26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,419.83,116.59,70.656,141.31,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,92.98,127.87,100.59,201.17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,177.31,109.67,106.17,212.35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
