1,1,168.46,126.74,128.56,257.12,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,15.366,155.37,124.62,249.25,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,176.84,124.14,128.57,257.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,22.782,152.55,124.78,249.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,186.3,127.09,128.27,256.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,31.802,155.4,124.59,249.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,194.68,132.57,127.84,255.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,39.623,160.74,124.37,248.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,203.78,133.74,127.4,254.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,48.383,161.77,124.09,248.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,213.46,134.22,126.94,253.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,57.904,162.12,123.73,247.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,222.78,134.45,126.5,253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,67.006,162.22,123.41,246.83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,231.87,135.19,126.07,252.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,75.846,162.83,123.11,246.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,241.07,135.92,125.64,251.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,84.846,163.43,122.8,245.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,249.71,136.07,125.23,250.47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,93.192,163.45,122.55,245.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,258.36,135.86,124.83,249.66,1,1,1,2,8.8964,0.29767,-0.42612,-0.85224,1,1,320.77,385.52,124.83,249.66,320.77,570.43,570.43,385.52,510.35,260.69
11,2,101.57,163.11,122.29,244.58,1,1,2,2,8.6821,0.44042,-0.28935,-0.5787,1,1,162.72,407.69,122.29,244.58,162.72,407.3,407.3,407.69,529.98,285.4
12,1,267.18,136.2,124.42,248.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,110.19,163.32,122.01,244.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,275.87,136.33,124.02,248.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,118.68,163.33,121.74,243.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,284.9,137.04,123.6,247.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,127.6,163.91,121.43,242.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,294.16,136.81,123.19,246.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,136.82,163.57,121.09,242.19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,302.35,137.08,122.8,245.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,144.78,163.71,120.86,241.71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,310.77,137.22,122.42,244.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,153.03,163.73,120.6,241.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,319.34,137.44,122.04,244.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,161.47,163.84,120.33,240.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,328.04,137.47,121.65,243.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,170.08,163.76,120.05,240.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,336.27,137.71,121.27,242.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,178.18,163.88,119.79,239.58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,344.61,137.84,120.89,241.77,1,1,1,2,8.4059,-0.61155,-0.39246,-0.78492,1,1,405.05,379.61,120.89,241.77,405.05,646.82,646.82,379.61,500.49,258.72
21,2,186.42,163.89,119.53,239.05,1,1,2,2,8.3301,-0.49712,-0.27573,-0.55146,1,1,246.18,402.94,119.53,239.05,246.18,485.23,485.23,402.94,522.46,283.41
21,3,142.1,146.34,100.92,201.83,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,352.48,137.8,120.51,241.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,194.14,163.73,119.29,238.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,147.26,146.06,101.01,202.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,360.41,138.24,120.13,240.26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,201.95,164.04,119.05,238.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,152.57,146.26,101.09,202.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,369,137.88,119.76,239.52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,210.51,163.58,118.76,237.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,158.71,145.7,101.12,202.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,377.14,138.98,119.4,238.79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,218.58,164.57,118.51,237.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,164.37,146.57,101.18,202.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,385.44,138.86,119.03,238.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,226.83,164.34,118.24,236.48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,170.27,146.23,101.23,202.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,393.39,139.16,118.67,237.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,234.72,164.52,117.99,235.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,175.82,146.31,101.3,202.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,401.42,139.64,118.31,236.62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,242.69,164.91,117.74,235.48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,181.49,146.57,101.36,202.73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,409.72,139.47,117.96,235.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,250.96,164.63,117.47,234.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,187.54,146.2,101.4,202.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,417.61,140.21,117.6,235.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,258.81,165.27,117.21,234.43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,193.16,146.72,101.47,202.94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,425.69,139.69,117.26,234.52,1,1,1,2,7.9633,-0.4731,-0.36086,-0.72171,1,1,484.32,374.21,117.26,234.52,484.32,718.84,718.84,374.21,491.47,256.95
31,2,266.85,164.64,116.96,233.92,1,1,2,2,7.9599,-0.37938,-0.26033,-0.52065,1,1,325.33,398.56,116.96,233.92,325.33,559.24,559.24,398.56,515.52,281.6
